log.prior	log.likelihood	log.likelihood.test.set
-1.782449059478748677e+04 -1.014586944418817438e+04 -1.125634476891803388e+03
-1.782044729721216572e+04 -1.013490453963100299e+04 -1.119362139772542378e+03
-1.781468205774257513e+04 -1.013139061000565744e+04 -1.113093035906601472e+03
-1.780557956237863255e+04 -1.013798194417135346e+04 -1.125676918663634297e+03
-1.780307205076777245e+04 -1.013191577552316085e+04 -1.128993349613679129e+03
-1.781443051865612870e+04 -1.013052278292051051e+04 -1.121690256090869752e+03
-1.783519134460394707e+04 -1.011824544608877659e+04 -1.113388840831309153e+03
-1.779039773973598858e+04 -1.012962117310768372e+04 -1.118555155607285542e+03
-1.779762951310948483e+04 -1.013238636335635238e+04 -1.118795098198649157e+03
-1.780303896250135585e+04 -1.012941399135456959e+04 -1.117967017771410610e+03
-1.779170236478720108e+04 -1.012849575376336361e+04 -1.113221367863693104e+03
-1.778508536871681645e+04 -1.013628365655219386e+04 -1.116077674209759607e+03
-1.777501581593120500e+04 -1.012129778784440350e+04 -1.117089066601076411e+03
-1.778030924420102747e+04 -1.011412574733553083e+04 -1.108508187998490484e+03
-1.779648025876676184e+04 -1.011777668054006608e+04 -1.113536692354289698e+03
-1.777610634656789989e+04 -1.011824881835820815e+04 -1.113239783066047494e+03
-1.776317085692172623e+04 -1.012389369526182054e+04 -1.119262238400903698e+03
-1.774247971044064616e+04 -1.012941529651772362e+04 -1.115050859484431385e+03
-1.774226169712605406e+04 -1.013730253335070665e+04 -1.118560060971378334e+03
-1.774747633654689344e+04 -1.014743646086440458e+04 -1.126937724584944590e+03
-1.777253241849791448e+04 -1.013823851642796035e+04 -1.120594484796356937e+03
-1.777573541426729571e+04 -1.013415688176315416e+04 -1.128483526126575725e+03
-1.777039825917366397e+04 -1.014398140234209495e+04 -1.116257504411631089e+03
-1.778633856536741951e+04 -1.013630329726592208e+04 -1.126812399971359810e+03
-1.775148480698178537e+04 -1.014632507299601275e+04 -1.120825347471994974e+03
-1.777146247905382916e+04 -1.013555613547420035e+04 -1.123223420796847222e+03
-1.776846770100052890e+04 -1.015229753819785037e+04 -1.130464990381124608e+03
-1.776224130808799237e+04 -1.014096599862754556e+04 -1.119015929540577417e+03
-1.778651205191434929e+04 -1.014027918616551869e+04 -1.122207961406160848e+03
-1.776669697542141512e+04 -1.015719562974670043e+04 -1.122906590162953307e+03
-1.779115078122185514e+04 -1.014152714418262076e+04 -1.112548173931508700e+03
-1.777177032018546379e+04 -1.014212321633168176e+04 -1.122621583013275995e+03
-1.774707747965772796e+04 -1.013228164168706280e+04 -1.119464977993075081e+03
-1.774807545680260591e+04 -1.013227181713487334e+04 -1.121202161570315639e+03
-1.773189325171295786e+04 -1.013803082436225304e+04 -1.115250194642696442e+03
-1.771064121268423332e+04 -1.014009851563282791e+04 -1.125448926351914906e+03
-1.771351428455896530e+04 -1.013930235939616978e+04 -1.125087549130011212e+03
-1.769556457371432043e+04 -1.014309791053476147e+04 -1.116961915001424131e+03
-1.768692465428087598e+04 -1.014211320026404064e+04 -1.122299319506306347e+03
-1.766864420344430982e+04 -1.013889784253491416e+04 -1.123002356101495025e+03
-1.766859037216028082e+04 -1.014110902172840906e+04 -1.117934585904114556e+03
-1.768863973963037279e+04 -1.013131042764615995e+04 -1.112998839491440776e+03
-1.766073014813155896e+04 -1.012895347804089215e+04 -1.114966143306977301e+03
-1.767092031870341089e+04 -1.013751100425723416e+04 -1.114473846272442188e+03
-1.768468240004378822e+04 -1.013094160007007304e+04 -1.114341747408159790e+03
-1.768049416737987849e+04 -1.014512500551307676e+04 -1.118682992997955807e+03
-1.766748771842198403e+04 -1.014782271674701951e+04 -1.116296838111867146e+03
-1.766133731031978823e+04 -1.013398925783821323e+04 -1.115782627675211188e+03
-1.767205694276970098e+04 -1.013184064845185640e+04 -1.119945922776343195e+03
-1.766418982215529468e+04 -1.013099987923569461e+04 -1.121095985215634300e+03
-1.769455148158552038e+04 -1.012478407938476084e+04 -1.117574281214990606e+03
-1.766707338649859230e+04 -1.013043499856655762e+04 -1.120166367197445652e+03
-1.769422272304543731e+04 -1.012490834179453122e+04 -1.122217902430706090e+03
-1.771650046759589532e+04 -1.012400311311008409e+04 -1.120717001019238069e+03
-1.772972251279704506e+04 -1.012366624625840268e+04 -1.116982427564726095e+03
-1.772980498226253985e+04 -1.013529758480592682e+04 -1.125626604059329111e+03
-1.772785805017235543e+04 -1.013305735528373043e+04 -1.122253430420567838e+03
-1.772018280480293834e+04 -1.012918018810377907e+04 -1.122829610728264925e+03
-1.771249153501716501e+04 -1.013490423757933240e+04 -1.126927754081240892e+03
-1.769976214115675612e+04 -1.013553710252689780e+04 -1.132105233580145523e+03
-1.771331595480929900e+04 -1.012812459304365439e+04 -1.121463198536724576e+03
-1.771291983030729170e+04 -1.013338667418145269e+04 -1.117974980143555513e+03
-1.774886440938182932e+04 -1.013153696866425162e+04 -1.124434875880536310e+03
-1.774868541812845797e+04 -1.012915570648778885e+04 -1.113171910255065995e+03
-1.773040133076728307e+04 -1.012686267740343828e+04 -1.112869686190457287e+03
-1.774216213686049377e+04 -1.012955396435451803e+04 -1.114415648707807122e+03
-1.776911237042942230e+04 -1.013193708513757156e+04 -1.123216569168376736e+03
-1.780495063017516804e+04 -1.013485290346524744e+04 -1.123009609154426471e+03
-1.782934216450950771e+04 -1.012621699909602467e+04 -1.120045800060632246e+03
-1.780139623300039602e+04 -1.013272484957349843e+04 -1.115720219354492201e+03
-1.780318282416706643e+04 -1.013172979122538709e+04 -1.116411841684392130e+03
-1.779665018901041185e+04 -1.012673027542405362e+04 -1.121019086990174401e+03
-1.782511024044989972e+04 -1.012936107448497751e+04 -1.117894441141463176e+03
-1.781052114432740927e+04 -1.013267138542532666e+04 -1.115616286370691341e+03
-1.781043926714015470e+04 -1.013753569450084251e+04 -1.111256126600590051e+03
-1.781709969835157244e+04 -1.014026834697025879e+04 -1.108283366614259648e+03
-1.782586800748796668e+04 -1.014616640274892234e+04 -1.117096823150605815e+03
-1.783560318144904159e+04 -1.015516492924982049e+04 -1.118404072664788600e+03
-1.781686714047059286e+04 -1.013621917843630581e+04 -1.122297959298413389e+03
-1.782506628695108157e+04 -1.013811016927504534e+04 -1.122891652999146118e+03
-1.784372644589187621e+04 -1.013532706845894791e+04 -1.120447737298567517e+03
-1.782302497850352665e+04 -1.014105988553702264e+04 -1.124658137745357180e+03
-1.781736866739220568e+04 -1.012576018391123944e+04 -1.121378715140899203e+03
-1.780397676100889657e+04 -1.013130099385065841e+04 -1.116197381181247238e+03
-1.782012618329902762e+04 -1.013019691407950813e+04 -1.115736817533935209e+03
-1.781418778276415469e+04 -1.013041978760839629e+04 -1.124504811464032628e+03
-1.782042238674365581e+04 -1.012547560713051280e+04 -1.119522608764072629e+03
-1.785848394957101846e+04 -1.012647830575710395e+04 -1.118794393056931767e+03
-1.786270498439068615e+04 -1.012433216229193931e+04 -1.113457318100724024e+03
-1.784970348308284156e+04 -1.012565153664411264e+04 -1.117727369531189652e+03
-1.783271799161005401e+04 -1.013466858219175629e+04 -1.120822021014508664e+03
-1.784958106685007806e+04 -1.012763023022774905e+04 -1.130208192026109373e+03
-1.781776423267425707e+04 -1.012077304405939685e+04 -1.120006063868352157e+03
-1.782093771185100559e+04 -1.012384528414492888e+04 -1.119195802979336349e+03
-1.781661655889459507e+04 -1.013222171626282216e+04 -1.128219029961033812e+03
-1.782900803932484996e+04 -1.014102604402189354e+04 -1.126699852952801848e+03
-1.781615701051658471e+04 -1.013122783413505749e+04 -1.114821879943853219e+03
-1.782665321358556685e+04 -1.012567205259271759e+04 -1.113426523169863685e+03
-1.779939128185809750e+04 -1.012996885478440890e+04 -1.120968714949095556e+03
-1.782758979910926791e+04 -1.012953562267498637e+04 -1.121495087394008806e+03
-1.783483043195706705e+04 -1.012602814146833407e+04 -1.125193577706716496e+03
-1.782331923271598134e+04 -1.012323752466223959e+04 -1.114689587294963985e+03
-1.786915294235010879e+04 -1.013210879381406085e+04 -1.115385777997989408e+03
-1.788734001855070528e+04 -1.013464477894900119e+04 -1.121855206594365882e+03
-1.787519565474535193e+04 -1.013635629042244545e+04 -1.125186527118250069e+03
-1.787019339862542984e+04 -1.013568596335573056e+04 -1.129370765718647817e+03
-1.789137124838203454e+04 -1.013811919555432905e+04 -1.121439176839719948e+03
-1.789666429210960996e+04 -1.013091746786254407e+04 -1.133002551234053954e+03
-1.790082158700826039e+04 -1.011765091169770858e+04 -1.115856396366108584e+03
-1.790505837844298367e+04 -1.011631869421159354e+04 -1.123724993429079404e+03
-1.790940121348179673e+04 -1.013079848668659179e+04 -1.125164448996265492e+03
-1.788493993159865931e+04 -1.013831882399939423e+04 -1.134617932773262510e+03
-1.786043132040861747e+04 -1.012645817794003960e+04 -1.130287555347509624e+03
-1.786263844704148505e+04 -1.013151223311254580e+04 -1.121139293967577487e+03
-1.787266178336792655e+04 -1.012411247178625854e+04 -1.132038531253738711e+03
-1.788123518841164696e+04 -1.012144079040542783e+04 -1.132093178474383421e+03
-1.790130333585397602e+04 -1.012016967052576001e+04 -1.123078651124065345e+03
-1.790624356424278449e+04 -1.012861814114471781e+04 -1.133704592531519665e+03
-1.788631401496825492e+04 -1.013207209795903873e+04 -1.123970215245401505e+03
-1.785863014922759976e+04 -1.012670562909494038e+04 -1.126572397906395963e+03
-1.785510782341040613e+04 -1.013473173970510288e+04 -1.131203617777623094e+03
-1.787389918090930951e+04 -1.013241907611070565e+04 -1.125745039327011000e+03
-1.786555498310887924e+04 -1.013377616394061988e+04 -1.118074407660626548e+03
-1.787005594184112852e+04 -1.014163962418148367e+04 -1.119826932452454002e+03
-1.789653226334093779e+04 -1.012647145513799842e+04 -1.121764746818257208e+03
-1.789002779711016046e+04 -1.013425956842944288e+04 -1.119592432532207567e+03
-1.787106823819308920e+04 -1.012804166831139082e+04 -1.114342638534110847e+03
-1.787245994798327229e+04 -1.012849964025226654e+04 -1.110788656086712308e+03
-1.781809886284113963e+04 -1.013065337824868402e+04 -1.118258202935422560e+03
-1.782423314248416136e+04 -1.012426554333155946e+04 -1.115671489172692873e+03
-1.780220373621159524e+04 -1.013424580795825568e+04 -1.109741419571242204e+03
-1.779966112362408967e+04 -1.013031683921021249e+04 -1.118867454266910954e+03
-1.780721307120114579e+04 -1.012529300060904461e+04 -1.114992281889655715e+03
-1.780737241910458033e+04 -1.012898295205221984e+04 -1.107269323391706621e+03
-1.780842681569008710e+04 -1.013173892207324934e+04 -1.111177877786078625e+03
-1.782899150900154200e+04 -1.012800385086408278e+04 -1.113055526763961097e+03
-1.780950290388930807e+04 -1.012827224031517289e+04 -1.118481332882217430e+03
-1.780923648770509681e+04 -1.012018977856749189e+04 -1.114610585755104694e+03
-1.780236116147315624e+04 -1.012191196054519060e+04 -1.111417363828643829e+03
-1.779850136318230216e+04 -1.012774014643158625e+04 -1.118026459298859663e+03
-1.780164265924040956e+04 -1.012068157421650176e+04 -1.110901141150640797e+03
-1.778043601791794572e+04 -1.013671116013877145e+04 -1.114063026067497049e+03
-1.779674498597071215e+04 -1.014174684802955198e+04 -1.124936174436023975e+03
-1.780015412373131403e+04 -1.013557594314340531e+04 -1.111826833304288812e+03
-1.777463729905774017e+04 -1.012741056064343320e+04 -1.117233534363332183e+03
-1.780681032573588527e+04 -1.012425785226723201e+04 -1.113793686391695701e+03
-1.783374939618444478e+04 -1.012550758815928384e+04 -1.119852983870952357e+03
-1.785215664451219709e+04 -1.012809520423297727e+04 -1.110863770487352667e+03
-1.786963880392825376e+04 -1.013072188025645664e+04 -1.114568654630659239e+03
-1.790368067677082581e+04 -1.012505827240064718e+04 -1.112530732836986772e+03
-1.789986643821972393e+04 -1.012712419166774998e+04 -1.116305602408354844e+03
-1.791448570629102687e+04 -1.013638042075862541e+04 -1.112310392261781999e+03
-1.791073872571433822e+04 -1.013705041731403253e+04 -1.118732528892861410e+03
-1.793241478624377851e+04 -1.014019984010332701e+04 -1.113569633083048302e+03
-1.791509074575579871e+04 -1.014159588840582364e+04 -1.118113642452893146e+03
-1.791233251522031787e+04 -1.013764701900121327e+04 -1.121892167689018152e+03
-1.793448568168763086e+04 -1.013674681307270293e+04 -1.112579018631798135e+03
-1.794065082041148708e+04 -1.013699887203180879e+04 -1.112496827383974050e+03
-1.794325629738478528e+04 -1.013756365994532462e+04 -1.113506284044477525e+03
-1.793183351713433149e+04 -1.012162681742226414e+04 -1.112292653227590563e+03
-1.793622048366548552e+04 -1.012464062986017962e+04 -1.105542077752773366e+03
-1.790957526059985321e+04 -1.013941868113787132e+04 -1.108016059684441188e+03
-1.790926020421617068e+04 -1.013995408157778729e+04 -1.117462778619933943e+03
-1.788951212937417586e+04 -1.014029965551786881e+04 -1.114182820655762043e+03
-1.789925018534589617e+04 -1.013874268127751202e+04 -1.114732547404943034e+03
-1.786469946263938618e+04 -1.013624817857361995e+04 -1.124688383507511844e+03
-1.786362975864800683e+04 -1.012919227053403847e+04 -1.129017485533751824e+03
-1.787396235339580744e+04 -1.012786684787902050e+04 -1.121375055635893659e+03
-1.789966586310626008e+04 -1.013067037967930628e+04 -1.122937425518921373e+03
-1.787377206592542643e+04 -1.012912174969115767e+04 -1.123530936388745886e+03
-1.786828231986397441e+04 -1.014324723714763240e+04 -1.125569090891346150e+03
-1.789669016437531536e+04 -1.013401381147268694e+04 -1.120514330131475617e+03
-1.789251377465127734e+04 -1.015055305643242173e+04 -1.122063035306826805e+03
-1.790762343873405553e+04 -1.014504137527168314e+04 -1.124475794339628465e+03
-1.789986958090660119e+04 -1.014305394016585706e+04 -1.127006763751405742e+03
-1.791398474717036515e+04 -1.014227001197023128e+04 -1.124994480886904512e+03
-1.790627866485497725e+04 -1.013801839087041844e+04 -1.121971048801800407e+03
-1.788876679233212781e+04 -1.013896284786222350e+04 -1.122584102201005862e+03
-1.789461877489533799e+04 -1.013745447457880437e+04 -1.122546191405800073e+03
-1.791201064084332029e+04 -1.013479747633256193e+04 -1.119222738744543221e+03
-1.793309613777003324e+04 -1.013686103162656946e+04 -1.120223879991979629e+03
-1.794561457755582524e+04 -1.014373309189085558e+04 -1.117346867315839972e+03
-1.797199531995234065e+04 -1.014066687633181391e+04 -1.120227689951429966e+03
-1.797083509160598987e+04 -1.013464858989013192e+04 -1.120444474239477131e+03
-1.796627285026318350e+04 -1.015003614226727586e+04 -1.126203793812434469e+03
-1.798399127386531109e+04 -1.012954113948793929e+04 -1.116895271411677641e+03
-1.797189852210483150e+04 -1.012677119120383759e+04 -1.115522689522642395e+03
-1.798952654254028312e+04 -1.013062074560403744e+04 -1.116492188119292678e+03
-1.801527127307068804e+04 -1.011892848342745856e+04 -1.115770950226622517e+03
-1.803001091124997765e+04 -1.012534044136210105e+04 -1.110871008256276127e+03
-1.805737855104918344e+04 -1.013369106783185271e+04 -1.109468423977037219e+03
-1.806140431426432406e+04 -1.012822961082656911e+04 -1.104702072299797237e+03
-1.805248343815765111e+04 -1.013432419766848034e+04 -1.109334035547005897e+03
-1.805514653700649797e+04 -1.013891802045236909e+04 -1.108660735387278237e+03
-1.806692258889524237e+04 -1.013743879251868202e+04 -1.113228030274698540e+03
-1.804704971024983388e+04 -1.014045766872016611e+04 -1.111541410329155951e+03
-1.802896009343181140e+04 -1.013611505650844811e+04 -1.120326842827110795e+03
-1.800461601450259332e+04 -1.013896205429790643e+04 -1.120503081234211550e+03
-1.805184421799736447e+04 -1.014213847652408913e+04 -1.123014826627758794e+03
-1.804390041335066417e+04 -1.013941978668647971e+04 -1.128191114078913415e+03
-1.803426338428173040e+04 -1.014138872965481096e+04 -1.115254812627708816e+03
-1.805976684363214736e+04 -1.013092579134041443e+04 -1.108200196476082965e+03
-1.806738229844414673e+04 -1.013266284866088245e+04 -1.117397122281972315e+03
-1.805969210193758772e+04 -1.013222152165382431e+04 -1.121705560115978187e+03
-1.806765634222950757e+04 -1.012352459020828974e+04 -1.122482155315408363e+03
-1.807062710857263664e+04 -1.013449431636074223e+04 -1.126054939522256973e+03
-1.810889360076876619e+04 -1.013063039681300870e+04 -1.125327369508275297e+03
-1.809817485600089276e+04 -1.013285866734895717e+04 -1.115369080257570658e+03
-1.807835273366945694e+04 -1.014148429304353340e+04 -1.113411352270354200e+03
-1.806936333780104178e+04 -1.013300013906043205e+04 -1.119831073299551917e+03
-1.808142375332918164e+04 -1.013674520684453455e+04 -1.108248412361628198e+03
-1.804182072916575271e+04 -1.014127025663415952e+04 -1.119433507642534551e+03
-1.804038563702335159e+04 -1.014191324883457310e+04 -1.113118986990791655e+03
-1.805013166154615828e+04 -1.014140633041749243e+04 -1.109174179165320766e+03
-1.803303275923847104e+04 -1.014098724446308188e+04 -1.117611875810329821e+03
-1.804917322093034090e+04 -1.015091900282610004e+04 -1.113726827175537437e+03
-1.805414264928081684e+04 -1.014314250210365935e+04 -1.118576575732525725e+03
-1.805524608424443795e+04 -1.014433706060838085e+04 -1.113279213916489425e+03
-1.805800583878967882e+04 -1.013756018621649855e+04 -1.112319278705261240e+03
-1.806244312303147672e+04 -1.013521211618310736e+04 -1.121709817385817132e+03
-1.807143756408400077e+04 -1.014313442918206238e+04 -1.119117801786000200e+03
-1.808106704019647441e+04 -1.014746040860884932e+04 -1.119948000439239877e+03
-1.809670992441588896e+04 -1.015274083768325363e+04 -1.121701305118633172e+03
-1.809980305886966016e+04 -1.014509116743145387e+04 -1.112455646714054183e+03
-1.808627112753974507e+04 -1.015430941404442274e+04 -1.109843898771486238e+03
-1.804348338932331171e+04 -1.016786187607228203e+04 -1.117863466642621461e+03
-1.803157148341244829e+04 -1.015316348882927741e+04 -1.116200851214363411e+03
-1.803725161748823666e+04 -1.015413182713369315e+04 -1.123904556116757249e+03
-1.805698622433743731e+04 -1.015497863829544804e+04 -1.131281442335014162e+03
-1.804790565691769007e+04 -1.014727965174244127e+04 -1.126001930494847329e+03
-1.802786095967500660e+04 -1.015258537295570932e+04 -1.131525895335100358e+03
-1.799768007735367064e+04 -1.016073532990377316e+04 -1.131253329563091938e+03
-1.799625705321558053e+04 -1.015365074343513515e+04 -1.130107092238596579e+03
-1.799051800832945446e+04 -1.014890058071116255e+04 -1.121568951219007886e+03
-1.795551941635306139e+04 -1.015712791840883256e+04 -1.127382075540680489e+03
-1.796303356761885516e+04 -1.015964682501685638e+04 -1.132143253966036809e+03
-1.797619039921157309e+04 -1.015580291227860289e+04 -1.131503753226320441e+03
-1.795682108591267752e+04 -1.015893910270661218e+04 -1.121335607065055683e+03
-1.795861857864511694e+04 -1.016383189263034183e+04 -1.122061677302352564e+03
-1.797953810353168228e+04 -1.016388324990477486e+04 -1.119903057740965778e+03
-1.796760525920888176e+04 -1.015208989773537542e+04 -1.124343027113291100e+03
-1.796093328604000271e+04 -1.015515107613084547e+04 -1.120175371648219425e+03
-1.797741179423786889e+04 -1.014930654150148257e+04 -1.125753114937117971e+03
-1.798234265746577148e+04 -1.014133501912032443e+04 -1.121236609707706521e+03
-1.797657740745164483e+04 -1.015357858453377412e+04 -1.121480656609071048e+03
-1.798500446991299032e+04 -1.015115024472269943e+04 -1.128549465149693788e+03
-1.799399060125139295e+04 -1.015143119495447536e+04 -1.121459556322508433e+03
-1.799981455753459522e+04 -1.015434189901569698e+04 -1.121371624476634224e+03
-1.800183438565184406e+04 -1.015621695891447234e+04 -1.133495883261012750e+03
-1.799456689980555529e+04 -1.014736539557330616e+04 -1.126566943693457233e+03
-1.799297583409921208e+04 -1.015358084704375506e+04 -1.131674641796662399e+03
-1.802954949473688248e+04 -1.015314666412771112e+04 -1.119527282521165489e+03
-1.799407471275964053e+04 -1.016172308505031469e+04 -1.120076929468228627e+03
-1.800473854812556965e+04 -1.016464165355198566e+04 -1.121723613951221978e+03
-1.798868348508327836e+04 -1.016306500503796997e+04 -1.134501528750710349e+03
-1.799242214976075047e+04 -1.016545209895657172e+04 -1.123866111341461874e+03
-1.800890246051501890e+04 -1.017244561963377782e+04 -1.116601200810679529e+03
-1.802145243616416337e+04 -1.015825796512686611e+04 -1.121934036719678716e+03
-1.801978227803348273e+04 -1.016070435441771588e+04 -1.118564373659265584e+03
-1.802140204550402632e+04 -1.015758769650087561e+04 -1.123493981924466880e+03
-1.798559715317983137e+04 -1.015144379816339278e+04 -1.126801317961250334e+03
-1.800700555343535234e+04 -1.014587730541654673e+04 -1.126001910291265176e+03
-1.803814778433288302e+04 -1.014027253359071983e+04 -1.123125173209587501e+03
-1.802761074554190418e+04 -1.014874906723666754e+04 -1.116784147953657339e+03
-1.801786140642198006e+04 -1.014105273244304226e+04 -1.123744730003252243e+03
-1.804399131068932547e+04 -1.014226413460840195e+04 -1.124305385190587458e+03
-1.803118992335921939e+04 -1.014335232584980258e+04 -1.127119079648483876e+03
-1.802513938567792866e+04 -1.013853670480518122e+04 -1.119360709272286385e+03
-1.800595277716381315e+04 -1.013293738642285825e+04 -1.118374334188918510e+03
-1.800696949940587729e+04 -1.013932371234892707e+04 -1.121127794201853703e+03
-1.800969047289841910e+04 -1.013921101485158397e+04 -1.125764023753979018e+03
-1.800014497542099343e+04 -1.013305680645648317e+04 -1.127887673414273195e+03
-1.800172297701371281e+04 -1.012754457141556122e+04 -1.126406202837576529e+03
-1.800777675926079974e+04 -1.015144509223548266e+04 -1.128133587873478973e+03
-1.798891862124035470e+04 -1.015360932954576856e+04 -1.129479358715622311e+03
-1.801543005134515988e+04 -1.014483491983272688e+04 -1.128539773768670784e+03
-1.798299421199958306e+04 -1.015561820263976188e+04 -1.133099128939872571e+03
-1.797289787440483997e+04 -1.015217792273655141e+04 -1.134393271383717547e+03
-1.794567431369396945e+04 -1.015289224288893820e+04 -1.136797213858818395e+03
-1.796922203895316125e+04 -1.016287612794844244e+04 -1.131600083744930544e+03
-1.795321538305427384e+04 -1.015714296843822922e+04 -1.132046752244739309e+03
-1.798052006219262694e+04 -1.015533025802228804e+04 -1.132322709524321908e+03
-1.799162079065386206e+04 -1.015444827139064364e+04 -1.120012938745586780e+03
-1.800100226908014884e+04 -1.014753985485329395e+04 -1.125206640515370054e+03
-1.802348527712151554e+04 -1.014887960143192140e+04 -1.131613537479297065e+03
-1.802670269993388138e+04 -1.015395908888339181e+04 -1.125426832017275956e+03
-1.803174848543916232e+04 -1.015615935642484692e+04 -1.129978541500040592e+03
-1.802183701042843313e+04 -1.015505980718695355e+04 -1.128085972934249639e+03
-1.802568986673656764e+04 -1.014215379906813178e+04 -1.124498204224901656e+03
-1.799799273018212625e+04 -1.013933931826399748e+04 -1.128794973939981446e+03
-1.801630743852530577e+04 -1.014737021755324895e+04 -1.124499327721076043e+03
-1.802731182607033043e+04 -1.014567420654855414e+04 -1.122763313318999280e+03
-1.804301534839531814e+04 -1.014511312771980192e+04 -1.120575887928747761e+03
-1.805341620803088153e+04 -1.013749289894160029e+04 -1.126447064537659571e+03
-1.805148621647479740e+04 -1.014700875876059945e+04 -1.130793222952015185e+03
-1.807132165094209995e+04 -1.013870882330711902e+04 -1.128701323439485805e+03
-1.804792976391523916e+04 -1.014347625516158041e+04 -1.125059505757380521e+03
-1.802357397971561295e+04 -1.014385844420932517e+04 -1.127775877695823510e+03
-1.802775472882790564e+04 -1.014309955769500812e+04 -1.129897843715891213e+03
-1.796745478184786043e+04 -1.015036286426937477e+04 -1.127709331743876191e+03
-1.800449429575851900e+04 -1.015090144032100397e+04 -1.136857334140958756e+03
-1.802349041323303391e+04 -1.013809561285808013e+04 -1.128168046400533058e+03
-1.802029114388343078e+04 -1.014643128790801347e+04 -1.128445992008726989e+03
-1.804930048178342986e+04 -1.014485500031772244e+04 -1.130185933733423099e+03
-1.805418926138987808e+04 -1.015354134467826952e+04 -1.127080980752320102e+03
-1.808229529823884513e+04 -1.014556438239566342e+04 -1.124550019938483274e+03
-1.807426372779766098e+04 -1.014434171847438483e+04 -1.122637773093183569e+03
-1.806465922897143173e+04 -1.015137108974890725e+04 -1.130724526092397809e+03
-1.806009139298447190e+04 -1.014973246304390341e+04 -1.135190266100802546e+03
-1.804647524269925270e+04 -1.013819022794660304e+04 -1.126507474209385691e+03
-1.805547072866456074e+04 -1.014527706818660772e+04 -1.125681760512841265e+03
-1.803391691412452928e+04 -1.014928399648311279e+04 -1.128911987765050526e+03
-1.801405720659255530e+04 -1.014845108937354053e+04 -1.125726482504302112e+03
-1.797784757782081215e+04 -1.015439418445058618e+04 -1.123101650541344043e+03
-1.796905852381418663e+04 -1.014513400184658167e+04 -1.121105483344883851e+03
-1.798320939006290064e+04 -1.015756466467176870e+04 -1.134871560448206765e+03
-1.799376994145580829e+04 -1.015555650497768875e+04 -1.138307497877956393e+03
-1.796957083705425975e+04 -1.014946396115899006e+04 -1.136365046551829892e+03
-1.797346059599177897e+04 -1.014966307691946713e+04 -1.136527258046670795e+03
-1.800189597356641025e+04 -1.014717554142615700e+04 -1.129764471234249413e+03
-1.801706429329447201e+04 -1.014254007672445914e+04 -1.133809195117021773e+03
-1.802574160923769887e+04 -1.013927988050793283e+04 -1.127839807028551149e+03
-1.802892900791124339e+04 -1.013665763681902172e+04 -1.127486799085339953e+03
-1.799823674019857208e+04 -1.014257334476673714e+04 -1.134183254210998712e+03
-1.799168700674029969e+04 -1.014668632211673139e+04 -1.134482834233228459e+03
-1.797537533377467480e+04 -1.014269096572744274e+04 -1.140098247074871779e+03
-1.795304360026838185e+04 -1.014580626862864483e+04 -1.136633427981386376e+03
-1.793037959664758819e+04 -1.014567974704186054e+04 -1.126970265415009180e+03
-1.792645725082197532e+04 -1.015470381806466503e+04 -1.131124519573923408e+03
-1.790370807700849036e+04 -1.014161046797743438e+04 -1.130344052911229028e+03
-1.789416659831045763e+04 -1.013628672985741832e+04 -1.130017410855650269e+03
-1.789308380908270556e+04 -1.013916850940121367e+04 -1.132004078725430645e+03
-1.788388771120087767e+04 -1.013277799014400080e+04 -1.133649983652044739e+03
-1.788879581629005770e+04 -1.013499287188847666e+04 -1.136293267711190765e+03
-1.788831978785543106e+04 -1.013839453780269105e+04 -1.131424911223491108e+03
-1.791270712639599151e+04 -1.013518458707865284e+04 -1.129068340016900038e+03
-1.790619223361717377e+04 -1.013896097886664575e+04 -1.129458719280652986e+03
-1.791874909229124751e+04 -1.013990669308728320e+04 -1.134262557492414544e+03
-1.791397509619935590e+04 -1.013080155365605424e+04 -1.133468181094086049e+03
-1.793669262389804135e+04 -1.012673826447031388e+04 -1.132018203914434707e+03
-1.792492692058084867e+04 -1.012590719199981686e+04 -1.127163948496131070e+03
-1.793876754613928279e+04 -1.012526170677852497e+04 -1.129694742901605878e+03
-1.793695900649673422e+04 -1.012946561453933464e+04 -1.139952538475200527e+03
-1.792215786295775615e+04 -1.012990537554426919e+04 -1.125320207930468769e+03
-1.792762714963164035e+04 -1.013075868006018209e+04 -1.134425794638392290e+03
-1.792648927374990308e+04 -1.013947290513706685e+04 -1.127249507010627440e+03
-1.797341564261116582e+04 -1.013348780164819436e+04 -1.122034476663931855e+03
-1.797735647351528314e+04 -1.012699832729152877e+04 -1.122719479788319859e+03
-1.797076119374598056e+04 -1.014219463809356603e+04 -1.127345896290205474e+03
-1.796528199074446457e+04 -1.014511933899315773e+04 -1.131847414212145395e+03
-1.797968782126058431e+04 -1.014141355360197304e+04 -1.130729693651342131e+03
-1.799473609113750354e+04 -1.013840998854966892e+04 -1.132601906827619132e+03
-1.796598545208503492e+04 -1.013879816097021831e+04 -1.123742570223348594e+03
-1.796475143073080835e+04 -1.013511540014629281e+04 -1.123361451581567053e+03
-1.794562970681714432e+04 -1.013306869770725098e+04 -1.118084552605473618e+03
-1.795569710441433199e+04 -1.013985207706872279e+04 -1.110583949050077081e+03
-1.791809424904799744e+04 -1.014980851944924689e+04 -1.117820326558088254e+03
-1.788727776279791215e+04 -1.015299061860388611e+04 -1.111535062105871020e+03
